case_name,article,violation_label,avg_rating,is_accurate,num_abstentions,num_samples,sample_ratings,item_id,respondent,group,decision_date,importance
CASE OF BILD GMBH & CO. KG v. GERMANY,10,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-228530,GERMANY,,2023-10-31,3
CASE OF METALLA v. ALBANIA,8,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-249964,ALBANIA,,2026-05-05,4
CASE OF VASHCHENKO AND TRETYAK v. UKRAINE,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-248957,UKRAINE,,2026-03-12,4
CASE OF HAKOBYAN v. ARMENIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-249345,ARMENIA,,2026-04-02,4
CASE OF PETRYK v. UKRAINE,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-248960,UKRAINE,,2026-03-12,4
CASE OF PETKANYCH AND OTHERS v. UKRAINE,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-248396,UKRAINE,,2026-02-12,4
CASE OF MAKARUK AND OTHERS v. UKRAINE,2,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-248128,UKRAINE,,2026-01-22,4
CASE OF SOBCZYŃSKA AND OTHERS v. POLAND,6,violation,3.4,False,0,5,"[1, 1, 5, 5, 5]",001-250111,POLAND,,2026-05-21,3
CASE OF SINKO AND OTHERS v. UKRAINE,2,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-249583,UKRAINE,,2026-04-16,4
CASE OF TARANENKO AND OTHERS v. UKRAINE,6,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-248979,UKRAINE,,2026-03-12,4
CASE OF SHAYKIN AND OTHERS v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-250035,UKRAINE,,2026-05-13,4
CASE OF SHABRATSKYY AND SHABRATSKA v. UKRAINE,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-249236,UKRAINE,,2026-03-26,4
CASE OF OSTROVSKYY AND OTHERS v. UKRAINE,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-247651,UKRAINE,,2026-01-08,4
CASE OF EPIDAVR S.R.L. v. THE REPUBLIC OF MOLDOVA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-249380,MOLDOVA,,2026-04-02,4
CASE OF VILLÁS v. HUNGARY,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-249134,HUNGARY,,2026-03-17,4
CASE OF UKRAYINSKYY AND OTHERS v. UKRAINE,34,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-249370,UKRAINE,,2026-04-02,3
CASE OF VANESYAN AND OTHERS v. ARMENIA,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-248682,ARMENIA,,2026-02-26,4
CASE OF DZYON v. UKRAINE,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-248397,UKRAINE,,2026-02-12,4
CASE OF D.M. v. SWEDEN,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-249223,SWEDEN,,2026-03-26,3
CASE OF SELIMYAN AND OTHERS v. ARMENIA,5,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-249581,ARMENIA,,2026-04-16,4
CASE OF F.B. AND OTHERS v. THE NETHERLANDS,3,no_violation,4.6,True,0,5,"[5, 4, 5, 5, 4]",001-249691,NETHERLANDS,,2026-04-21,3
CASE OF SELAMI v. GREECE,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-248392,GREECE,,2026-02-10,4
CASE OF DAMIAN v. THE REPUBLIC OF MOLDOVA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-248201,MOLDOVA,,2026-02-05,4
CASE OF SHKUROPATSKYY AND OTHERS v. UKRAINE,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-249586,UKRAINE,,2026-04-16,4
CASE OF KYRYK AND GONCHAR v. UKRAINE,2,violation,3.6,False,2,5,"[4, 4, 4, 3, 3]",001-249587,UKRAINE,,2026-04-16,4
CASE OF R.E. AND OTHERS v. ICELAND,3,no_violation,4.6,True,0,5,"[5, 5, 5, 4, 4]",001-247827,ICELAND,,2026-01-13,3
CASE OF LEOCÁDIO DE LEMOS v. PORTUGAL,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-250112,PORTUGAL,,2026-05-19,4
CASE OF A.N. AND OTHERS v. GREECE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-247913,GREECE,,2026-01-22,4
CASE OF GAVRYSH AND KOSYNETS v. UKRAINE,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-248167,UKRAINE,,2026-01-22,4
CASE OF GAHRAMAN v. AZERBAIJAN,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-247822,AZERBAIJAN,,2026-01-13,4
CASE OF BORZENKOV AND OTHERS v. RUSSIA,11,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-249251,RUSSIA,,2026-03-26,4
CASE OF LUKASHUK v. UKRAINE,3,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-248220,UKRAINE,,2026-01-22,4
CASE OF Z v. ICELAND,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-247833,ICELAND,,2026-01-13,3
CASE OF ZUBCO AND OTHERS v. THE REPUBLIC OF MOLDOVA AND RUSSIA,10,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-248594,REPUBLIC OF MOLDOVA AND RUSSIA,,2026-02-19,4
CASE OF REMEZ v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-248961,UKRAINE,,2026-03-12,4
CASE OF ZUBCO AND OTHERS v. THE REPUBLIC OF MOLDOVA AND RUSSIA,3,violation,3.6,False,3,5,"[5, 4, 3, 3, 3]",001-248594,REPUBLIC OF MOLDOVA AND RUSSIA,,2026-02-19,4
CASE OF K.A. v. AUSTRIA,5,no_violation,4.2,True,0,5,"[4, 4, 4, 4, 5]",001-250107,AUSTRIA,,2026-05-19,3
CASE OF MARTYNOVSKIY v. UKRAINE,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-248395,UKRAINE,,2026-02-12,4
CASE OF GATSKO AND PANOV v. UKRAINE,11,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-248953,UKRAINE,,2026-03-12,4
CASE OF SIMONCINI v. SAN MARINO,8,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-248598,SAN MARINO,,2026-02-19,3
CASE OF KHOMAN v. UKRAINE,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-249527,UKRAINE,,2026-04-09,4
CASE OF FELEMEZ AND OTHERS v. TÜRKİYE,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-247917,TURKEY,,2026-01-22,4
CASE OF LEVCHENKO v. UKRAINE,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-249810,UKRAINE,,2026-04-30,4
CASE OF KOVALEVSKYY v. UKRAINE,5,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-250034,UKRAINE,,2026-05-13,4
CASE OF STALOVIĆ v. SERBIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-248592,SERBIA,,2026-02-17,4
CASE OF KIS AND LEVCHUK v. UKRAINE,14,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-249525,UKRAINE,,2026-04-09,4
CASE OF MUSINA AND OTHERS v. UKRAINE,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-249234,UKRAINE,,2026-03-26,4
CASE OF SIMONCINI v. SAN MARINO,6,violation,1.8,True,0,5,"[1, 1, 1, 1, 5]",001-249530,SAN MARINO,,2026-04-09,4
CASE OF VYKHOR v. UKRAINE,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-247909,UKRAINE,,2026-01-22,4
CASE OF R.E. AND OTHERS v. ICELAND,14,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-247827,ICELAND,,2026-01-13,3
CASE OF BEGIĆ v. BOSNIA AND HERZEGOVINA,41,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-248636,BOSNIA AND HERZEGOVINA,,2026-02-03,3
CASE OF NOVÁK v. THE CZECH REPUBLIC,8,violation,4.0,False,0,5,"[5, 4, 4, 5, 2]",001-249531,CZECH REPUBLIC,,2026-04-09,3
CASE OF MOGYLA AND OTHERS v. UKRAINE,6,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-248687,UKRAINE,,2026-02-26,4
CASE OF ROMANI AND CANCELLI v. ITALY,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-249970,ITALY,,2026-05-07,4
CASE OF USATYUK v. UKRAINE,5,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-250036,UKRAINE,,2026-05-13,4
CASE OF ISMAYILOVA v. AZERBAIJAN,P4-2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-249515,AZERBAIJAN,,2026-04-07,4
CASE OF GAZIN v. UKRAINE,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-248854,UKRAINE,,2026-03-05,4
CASE OF NIKITIN v. ESTONIA,8,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-248198,ESTONIA,,2026-02-03,4
CASE OF GAZSÓ v. HUNGARY,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-156080,HUNGARY,,2015-07-16,3
CASE OF MICLEA v. ROMANIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-157761,ROMANIA,,2015-10-13,4
"CASE OF PSMA, SPOL. S R.O. v. SLOVAKIA",6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-155102,SLOVAKIA,,2015-06-09,4
CASE OF KOVÁROVÁ v. SLOVAKIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-155374,SLOVAKIA,,2015-06-23,4
CASE OF K.F. v. CYPRUS,P4-4,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-156263,CYPRUS,,2015-07-21,3
AFFAIRE SANTOS SILVA c. PORTUGAL,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-154354,PORTUGAL,,2015-04-30,4
CASE OF PENTIKÄINEN v. FINLAND,10,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-158279,FINLAND,,2015-10-20,1
CASE OF LUNEV v. UKRAINE,34,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-157967,UKRAINE,,2015-10-22,4
"CASE OF ANDONOVSKI v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-156248,NORTH MACEDONIA,,2015-07-23,3
CASE OF A.K. v. LIECHTENSTEIN,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-155824,LIECHTENSTEIN,,2015-07-09,3
CASE OF G.S.B. v. SWITZERLAND,14,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-159732,SWITZERLAND,,2015-12-22,3
CASE OF LAMBERT AND OTHERS v. FRANCE,2,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-155352,FRANCE,,2015-06-05,1
CASE OF YEGOROV v. SLOVAKIA,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-155006,SLOVAKIA,,2015-06-02,4
CASE OF MILIĆ AND NIKEZIĆ v. MONTENEGRO,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-154149,MONTENEGRO,,2015-04-28,4
CASE OF A.V. v. UKRAINE,3,no_violation,1.8,False,0,5,"[2, 1, 1, 4, 1]",001-150653,UKRAINE,,2015-01-29,4
CASE OF IUSTIN ROBERTINO MICU v. ROMANIA,3,violation,4.8,False,0,5,"[5, 5, 5, 5, 4]",001-150217,ROMANIA,,2015-01-13,3
CASE OF M.N. AND OTHERS v. SAN MARINO,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-155819,SAN MARINO,,2015-07-07,2
CASE OF NIKOLIĆ v. CROATIA,2,no_violation,4.2,True,0,5,"[4, 4, 4, 5, 4]",001-150676,CROATIA,,2015-01-29,4
CASE OF MILENKOVIĆ AND VELJKOVIĆ v. SERBIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-158037,SERBIA,,2015-10-20,4
AFFAIRE SANTOS SILVA c. PORTUGAL,13,violation,1.8,True,0,5,"[5, 1, 1, 1, 1]",001-154354,PORTUGAL,,2015-04-30,4
CASE OF PRILUTSKIY v. UKRAINE,2,no_violation,1.2,False,0,5,"[1, 1, 1, 1, 2]",001-152597,UKRAINE,,2015-02-26,4
CASE OF RINAS v. FINLAND,P7-4,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-150668,FINLAND,,2015-01-27,4
CASE OF QING v. PORTUGAL,14,no_violation,2.8,False,0,5,"[4, 4, 1, 4, 1]",001-158504,PORTUGAL,,2015-11-05,3
CASE OF ALVES v. PORTUGAL,6,violation,4.0,False,0,5,"[4, 4, 4, 4, 4]",001-154344,PORTUGAL,,2015-04-30,4
CASE OF TEMCHENKO v. UKRAINE,34,no_violation,4.8,True,0,5,"[5, 4, 5, 5, 5]",001-156073,UKRAINE,,2015-07-16,4
CASE OF GAZSÓ v. HUNGARY,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-156080,HUNGARY,,2015-07-16,3
CASE OF VAMVAKAS v. GREECE (No. 2),6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-153910,GREECE,,2015-04-09,3
CASE OF METALLA AND OTHERS v. ALBANIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-156069,ALBANIA,,2015-07-16,4
CASE OF KOROŠEC v. SLOVENIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-157538,SLOVENIA,,2015-10-08,4
CASE OF KRISTIANSEN v. NORWAY,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-159211,NORWAY,,2015-12-17,3
CASE OF MYUMYUN v. BULGARIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-158472,BULGARIA,,2015-11-03,3
CASE OF KIIVERI v. FINLAND,P7-4,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-151000,FINLAND,,2015-02-10,3
CASE OF NALBANDYAN v. ARMENIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-153349,ARMENIA,,2015-03-31,4
CASE OF TATAR v. SWITZERLAND,2,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-153770,SWITZERLAND,,2015-04-14,3
CASE OF A.T. v. LUXEMBOURG,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-153960,LUXEMBOURG,,2015-04-09,3
CASE OF A.K. v. LIECHTENSTEIN,41,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-155824,LIECHTENSTEIN,,2015-07-09,3
CASE OF BERLAND v. FRANCE,7,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-157286,FRANCE,,2015-09-03,3
CASE OF ELBERTE v. LATVIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-150234,LATVIA,,2015-01-13,1
CASE OF SATAKUNNAN MARKKINAPORSSI OY AND SATAMEDIA OY v. FINLAND,6,violation,2.0,True,0,5,"[2, 2, 2, 2, 2]",001-156272,FINLAND,,2015-07-21,3
CASE OF GASIMLI AND OTHERS v. AZERBAIJAN,P1-3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-159375,AZERBAIJAN,,2015-12-17,4
CASE OF BLESA RODRÍGUEZ v. SPAIN,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-158950,SPAIN,,2015-12-01,4
CASE OF FURMAN v. SLOVENIA AND AUSTRIA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-150788,SLOVENIA AND AUSTRIA,,2015-02-05,4
CASE OF CARAIAN v. ROMANIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-155357,ROMANIA,,2015-06-23,4
CASE OF TOLMACHEV v. ESTONIA,6,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-155827,ESTONIA,,2015-07-09,4
CASE OF OLIARI AND OTHERS v. ITALY,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-156265,ITALY,,2015-07-21,3
CASE OF ROHLENA v. THE CZECH REPUBLIC,7,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-151051,CZECH REPUBLIC,,2015-01-27,1
CASE OF LHERMITTE v. BELGIUM,6,no_violation,4.2,True,0,5,"[5, 5, 5, 1, 5]",001-155082,BELGIUM,,2015-05-26,3
CASE OF FERREIRA ALVES v. PORTUGAL,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-154347,PORTUGAL,,2015-04-30,4
CASE OF LJAJIĆ v. SERBIA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-156274,SERBIA,,2015-07-21,4
CASE OF MEIMANIS v. LATVIA,13,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-156267,LATVIA,,2015-07-21,3
CASE OF KAGIROV v. RUSSIA,38,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-153906,RUSSIA,,2015-04-23,4
CASE OF BUJKOVIĆ v. MONTENEGRO,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-152780,MONTENEGRO,,2015-03-10,4
CASE OF ŠABLIJ v. SLOVAKIA,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-154151,SLOVAKIA,,2015-04-28,4
CASE OF BOUYID v. BELGIUM,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-157670,BELGIUM,,2015-09-28,1
CASE OF NASSR ALLAH v. LATVIA,5,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-156275,LATVIA,,2015-07-21,4
CASE OF VROUNTOU v. CYPRUS,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-158090,CYPRUS,,2015-10-13,3
CASE OF JOVIČIĆ AND OTHERS v. SERBIA,P1-1,violation,4.2,False,0,5,"[1, 5, 5, 5, 5]",001-150239,SERBIA,,2015-01-13,4
CASE OF M.S. v. CROATIA (No. 2),5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-152259,CROATIA,,2015-02-19,3
CASE OF V.M. AND OTHERS v. BELGIUM,2,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-156243,BELGIUM,,2015-07-07,3
CASE OF VOLOVOD v. UKRAINE,2,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-154527,UKRAINE,,2015-05-21,4
CASE OF MASLÁK AND OTHERS v. SLOVAKIA,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-156076,SLOVAKIA,,2015-07-16,4
CASE OF BEKERMAN v. LIECHTENSTEIN,6,violation,4.2,False,0,5,"[4, 4, 4, 5, 4]",001-156520,LIECHTENSTEIN,,2015-09-03,4
CASE OF SATAKUNNAN MARKKINAPORSSI OY AND SATAMEDIA OY v. FINLAND,10,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-156272,FINLAND,,2015-07-21,3
CASE OF CATALINA FILIP v. ROMANIA,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-153919,ROMANIA,,2015-04-21,4
CASE OF BOTEZATU v. THE REPUBLIC OF MOLDOVA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-153767,MOLDOVA,,2015-04-14,3
CASE OF VÉKONY v. HUNGARY,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-149201,HUNGARY,,2015-01-13,3
CASE OF BIMURADOVA v. RUSSIA,3,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-158494,RUSSIA,,2015-11-12,4
CASE OF M.A. v. AUSTRIA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-150704,AUSTRIA,,2015-01-15,3
CASE OF R.B.A.B. AND OTHERS v. THE NETHERLANDS,3,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-163451,NETHERLANDS,,2016-06-07,4
CASE OF RUBAN v. UKRAINE,7,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-165250,UKRAINE,,2016-07-12,3
CASE OF MANUCHARYAN v. ARMENIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-168860,ARMENIA,,2016-11-24,4
CASE OF KALDA v. ESTONIA,41,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-160270,ESTONIA,,2016-01-19,3
CASE OF EL GHATET v. SWITZERLAND,8,violation,4.2,False,0,5,"[5, 5, 5, 1, 5]",001-168377,SWITZERLAND,,2016-11-08,3
CASE OF HALIMI AND OTHERS v. ALBANIA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-161809,ALBANIA,,2016-04-07,4
CASE OF A.K. v. LIECHTENSTEIN (No. 2),6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-160619,LIECHTENSTEIN,,2016-02-18,3
CASE OF AL-DULIMI AND MONTANA MANAGEMENT INC. v. SWITZERLAND,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-164515,SWITZERLAND,,2016-06-21,1
CASE OF MIKHNO v. UKRAINE,2,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-165755,UKRAINE,,2016-09-01,3
"CASE OF SULEJMANI v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",P1-1,no_violation,2.4,False,0,5,"[1, 4, 5, 1, 1]",001-162217,NORTH MACEDONIA,,2016-04-28,4
CASE OF OTGON v. THE REPUBLIC OF MOLDOVA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-167797,MOLDOVA,,2016-10-25,4
CASE OF MILOJEVIĆ AND OTHERS v. SERBIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-159880,SERBIA,,2016-01-12,4
CASE OF SVITLANA ATAMANYUK AND OTHERS v. UKRAINE,2,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-165750,UKRAINE,,2016-09-01,3
CASE OF NAKU v. LITHUANIA AND SWEDEN,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-168382,LITHUANIA AND SWEDEN,,2016-11-08,3
CASE OF ADAM v. SLOVAKIA,3,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-165230,SLOVAKIA,,2016-07-26,3
CASE OF ÖZÇELİK v. THE NETHERLANDS,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-164434,NETHERLANDS,,2016-06-28,3
CASE OF ŽEKONIENĖ v. LITHUANIA,5,no_violation,4.6,True,0,5,"[5, 5, 5, 4, 4]",001-164682,LITHUANIA,,2016-07-12,4
CASE OF MOOG v. GERMANY,8,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-166950,GERMANY,,2016-10-06,4
CASE OF GALAIDA AND COPOSCIU v. THE REPUBLIC OF MOLDOVA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-168853,MOLDOVA,,2016-11-24,4
CASE OF SAGVOLDEN v. NORWAY,6,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-169957,NORWAY,,2016-12-20,4
CASE OF TCHANKOTADZE v. GEORGIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-163799,GEORGIA,,2016-06-21,3
CASE OF WENNER v. GERMANY,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-165758,GERMANY,,2016-09-01,2
CASE OF JOHANSEN v. GERMANY,6,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-166689,GERMANY,,2016-09-15,4
CASE OF QERIMI AND CANAJ v. ALBANIA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-163331,ALBANIA,,2016-09-08,4
CASE OF LINDSTRAND PARTNERS ADVOKATBYRÅ AB v. SWEDEN,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-169654,SWEDEN,,2016-12-20,4
CASE OF ABDI MAHAMUD v. MALTA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-162424,MALTA,,2016-05-03,4
CASE OF SVYSTORUK v. UKRAINE,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-168864,UKRAINE,,2016-11-24,4
CASE OF MEIER v. SWITZERLAND,4,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-160800,SWITZERLAND,,2016-02-09,1
CASE OF KLEUTIN v. UKRAINE,3,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-163909,UKRAINE,,2016-06-23,4
CASE OF VUKOTA-BOJIC v. SWITZERLAND,6,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-167490,SWITZERLAND,,2016-10-18,3
CASE OF GEOTECH KANCEV GMBH v. GERMANY,P1-1,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-163356,GERMANY,,2016-06-02,3
CASE OF M.R.A. AND OTHERS v. THE NETHERLANDS,3,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-159882,NETHERLANDS,,2016-01-12,4
CASE OF COLLOREDO MANNSFELD v. THE CZECH REPUBLIC,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-169520,CZECH REPUBLIC,,2016-12-15,4
CASE OF BALAJEVS v. LATVIA,3,violation,2.0,True,2,5,"[3, 2, 3, 1, 1]",001-162214,LATVIA,,2016-04-28,4
CASE OF VAŠČENKOVS v. LATVIA,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-169521,LATVIA,,2016-12-15,4
CASE OF CUNHA MARTINS DA SILVA COUTO v. PORTUGAL,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-162179,PORTUGAL,,2016-04-26,4
CASE OF SAGVOLDEN v. NORWAY,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-169957,NORWAY,,2016-12-20,4
CASE OF MORARI v. THE REPUBLIC OF MOLDOVA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-161369,MOLDOVA,,2016-03-08,4
CASE OF TOPALLAJ v. ALBANIA,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-162114,ALBANIA,,2016-04-21,3
CASE OF B.A.C. v. GREECE [Extracts],13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-167806,GREECE,,2016-10-13,3
CASE OF SINDELY v. HUNGARY,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-159915,HUNGARY,,2016-01-12,4
CASE OF JOVANOVIĆ v. SERBIA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-164920,SERBIA,,2016-07-19,4
CASE OF PUGŽLYS v. POLAND,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-163662,POLAND,,2016-06-14,4
CASE OF MIHHAILOV v. ESTONIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-165951,ESTONIA,,2016-08-30,4
CASE OF A.K. v. LIECHTENSTEIN (No. 2),13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-160619,LIECHTENSTEIN,,2016-02-18,3
CASE OF PAPOSHVILI v. BELGIUM,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-169662,BELGIUM,,2016-12-13,1
